Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,H38_OG-L1_C3,H38_OG-L1_C7,H38_OG-L1_C10,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
1,1,-3350.53,-14.8754,0.426432,4.05766,8.59514,5.92551,8.97989,6.05681,4.42322,3.11441,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_4.xtc,2
13,2,-3343.49,-12.2547,0.536305,4.93546,8.78011,10.1587,6.60625,6.08085,4.46342,3.05946,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_4.xtc,0
0,0,-3343.54,-13.0218,0.396803,4.71745,8.71367,7.65914,5.22523,4.0087,5.29427,4.0288,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,-
1,1,-3341.17,-16.452,0.339301,5.4185,7.9302,8.42135,4.10809,4.08264,5.26042,3.99099,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,4
3,2,-3339.52,-20.727,0.374438,5.57801,3.40968,8.20713,7.24452,6.07013,4.44509,3.12974,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,1
4,3,-3340.76,-8.43221,0.429515,5.44001,5.8687,6.81003,6.93685,6.1165,4.39023,3.09228,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,4
11,4,-3341.11,-20.5906,0.315448,5.2495,7.78149,3.55753,8.28576,4.61777,4.50683,3.08707,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_5.xtc,4
0,0,-3415.3,-18.6241,0.365116,4.12718,5.55,4.63678,7.64487,5.12809,1.51175,3.54254,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,-
1,1,-3421.45,-18.331,0.372677,4.57651,6.47044,8.12441,3.61979,5.12463,1.59972,3.555,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,0
5,2,-3418.18,-18.8794,0.330423,4.66704,8.85264,5.46531,5.05776,5.1413,1.52204,3.40778,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,0
9,3,-3415.15,-9.77122,0.366814,5.95376,6.10443,6.77418,3.30639,5.70744,1.60129,3.51661,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_6.xtc,0
0,0,-3426.38,-14.4312,0.393857,4.92799,4.76943,7.24131,6.34354,5.18166,1.59251,3.61825,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,-
6,1,-3444.35,-13.5424,0.448501,5.49206,4.65818,6.45962,5.88308,5.23845,1.57422,3.59729,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_7.xtc,1
0,0,-3428.03,-2.59482,0.357365,4.67398,4.47314,8.06763,6.58013,5.21897,1.57051,3.59139,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,-
3,1,-3421.03,-17.9294,0.357552,3.90268,5.56777,5.85469,8.31515,6.5988,1.68678,3.55586,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,3
4,2,-3438.09,-11.8738,0.434543,5.08802,4.57126,8.54461,6.8356,6.5852,1.49223,3.50288,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,1
6,3,-3430.16,0.110157,0.41182,4.50087,3.99094,7.89034,6.11546,6.41531,1.48452,3.51519,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,2
7,4,-3431.81,-16.8605,0.400607,6.16321,3.49142,7.38427,6.1136,6.19553,1.663,3.50171,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,2
8,5,-3427.63,-6.88149,0.427392,6.19554,5.29613,5.76406,8.7692,6.33651,1.65254,3.46723,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,2
9,6,-3442.56,-15.426,0.384566,5.36425,6.16539,5.09505,8.8024,6.30154,1.61354,3.489,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_8.xtc,3
0,0,-3525.38,-16.0364,0.379925,5.23464,4.92225,5.20086,9.01186,1.91661,3.41601,1.53235,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,-
10,1,-3528.59,-10.9455,0.434497,4.76489,9.55941,6.82212,6.12732,1.91711,3.41394,1.51999,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_9.xtc,0
0,0,-3325.23,-17.0804,0.389649,3.87815,6.67288,7.48592,3.49617,6.00993,3.82598,1.66913,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,-
1,1,-3434.62,-17.2248,0.382591,4.41548,7.22015,4.35774,5.49524,6.27968,3.70326,1.58973,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_10.xtc,0
0,0,-3394.21,1.56149,0.389423,4.62494,7.25552,6.99095,3.46072,5.95921,3.76768,1.56949,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,-
1,1,-3420.08,-13.143,0.484471,5.41626,4.22856,6.52843,6.34285,6.90362,3.64221,1.63899,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,3
3,2,-3446.0,-11.1141,0.589722,6.42481,5.14799,3.23779,6.21627,5.93794,3.68867,1.60409,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,4
7,3,-3441.71,-9.79325,0.49618,6.5802,4.02714,4.20265,5.44383,6.38242,3.80741,1.63551,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,2
12,4,-3441.82,-5.59013,0.673854,7.33028,6.34276,5.12497,3.88325,6.38238,3.68235,1.56085,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,2
13,5,-3447.61,-10.8434,0.503662,7.49618,4.49388,4.99922,3.69894,6.3164,3.66202,1.53133,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_11.xtc,2
0,0,-3408.95,-17.1947,0.396755,5.8106,3.92548,8.36061,7.6259,4.66487,3.67359,1.62828,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,-
1,1,-3459.01,-15.5964,0.407434,5.87148,6.46444,5.7257,3.62249,6.28307,3.67121,1.59718,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,0
4,2,-3453.76,-4.56802,0.392093,4.7832,8.16441,5.65213,4.05881,6.24338,3.69527,1.61334,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,0
6,3,-3460.93,-11.6177,0.50344,4.12522,5.03004,5.68875,6.34192,6.24249,3.69562,1.61391,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_12.xtc,3
0,0,-3336.1,-11.4807,0.435134,6.16278,7.96962,5.80587,5.95887,6.27841,4.38097,3.05931,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,-
3,1,-3345.2,-16.7491,0.351519,5.90105,8.13267,4.01062,5.15593,6.11737,4.32543,2.97767,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,4
4,2,-3358.04,-10.6122,0.337192,5.45831,8.77026,3.76775,6.68637,6.18051,4.26766,2.90962,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,2
9,3,-3358.53,-18.2202,0.394401,5.62501,6.76895,8.4369,6.68296,6.24397,4.35447,2.9921,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_13.xtc,1
0,0,-3357.71,-12.9664,0.425871,5.89866,7.77351,4.46419,8.95356,6.05251,4.36583,2.95098,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,-
2,1,-3355.83,-9.30797,0.489347,5.63862,4.78433,8.20935,9.90777,6.05031,4.35249,2.90112,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,1
6,2,-3359.15,-11.4808,0.468728,3.23642,7.08652,7.98982,7.58125,6.00455,4.34483,2.89149,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,0
10,3,-3358.2,-9.56022,0.480693,5.09589,5.90065,9.73091,5.70837,6.01182,4.35494,2.89249,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,1
11,4,-3354.87,-13.7832,0.489005,5.54915,5.02524,7.37927,9.74601,5.99931,4.52067,3.07719,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,3
13,5,-3357.02,-8.79649,0.59343,5.94441,5.00122,7.50279,9.86047,5.97181,4.42563,2.98792,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_14.xtc,1
0,0,-3414.15,-24.7237,0.278612,3.46101,6.01309,9.22518,6.55174,6.15571,6.39467,4.92334,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,-
3,1,-3418.23,-17.6647,0.414048,3.56035,4.39563,7.43694,9.55474,6.19576,4.50629,3.29966,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,3
9,2,-3414.61,-19.9024,0.374839,3.33117,5.52834,9.81352,8.5252,6.22728,4.46678,3.23255,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,1
10,3,-3414.15,-4.83382,0.439968,5.02323,6.24623,7.35916,9.48348,6.282,4.31152,2.99725,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,1
11,4,-3431.62,-14.7873,0.429049,3.74807,5.67815,9.2892,8.6179,4.60509,4.40664,3.02031,1,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/1/trajectory_15.xtc,1
0,0,-3408.9,-5.11472,0.423569,3.15899,3.6131,7.44801,7.35944,5.35239,3.81897,1.62828,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,-
1,1,-3439.81,-10.3821,0.361408,4.18151,5.78444,3.98756,8.1915,5.50917,3.76719,1.56313,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,2
5,2,-3446.51,-13.6185,0.368876,3.72727,4.27566,6.53855,5.97019,5.58771,3.71071,1.5082,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,0
7,3,-3458.32,-17.9911,0.386234,4.08398,4.18027,6.06993,7.57014,5.62219,3.71324,1.52052,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_1.xtc,3
0,0,-3427.29,-15.9824,0.411433,4.10746,5.58231,7.20509,7.61589,5.4346,3.73596,1.52925,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,-
1,1,-3445.54,-10.3576,0.374014,5.33953,8.12148,3.49304,7.49763,5.34567,3.78885,1.58977,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,2
3,2,-3447.28,-12.6146,0.44018,6.19034,8.91036,6.37692,6.39023,5.56675,3.73176,1.53188,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,1
4,3,-3447.51,-7.56403,0.473177,3.87502,4.59172,8.53784,7.41642,5.70836,3.71712,1.53085,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,1
10,4,-3450.21,-2.38907,0.568772,5.6922,8.03452,7.97571,3.75046,5.77739,3.69582,1.52424,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_2.xtc,0
0,0,-3436.75,-3.02129,0.461114,5.0401,5.82141,8.38521,7.07427,5.4907,3.75059,1.55496,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,-
1,1,-3445.01,-10.094,0.500239,5.00035,9.05806,7.13119,7.56078,5.5122,3.73265,1.53256,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,2
5,2,-3451.09,-9.29832,0.593332,5.78329,8.59016,6.70681,6.45624,5.74152,3.72209,1.52994,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,2
6,3,-3454.81,-4.95912,0.536732,6.16372,8.81461,4.13445,6.09204,5.72827,3.72189,1.53499,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_3.xtc,2
0,0,-3440.62,-6.74362,0.401037,4.93221,7.60507,5.43281,8.13049,5.507,3.73525,1.53447,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,-
1,1,-3438.76,-11.5753,0.447791,5.83969,9.1325,4.74104,8.23864,5.42817,3.77024,1.57427,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,2
3,2,-3449.67,-9.66492,0.514159,5.72879,8.9868,4.8896,8.96665,5.43743,3.69292,1.49405,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,0
4,3,-3451.52,-5.11927,0.542284,5.12677,7.39276,6.97932,10.1282,5.6774,3.70025,1.50849,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,3
6,4,-3456.96,-7.65168,0.50493,5.63242,6.97867,7.22311,8.66402,5.70552,3.69614,1.50956,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,3
8,5,-3458.1,-6.51567,0.557402,6.48103,10.1416,6.91473,7.11527,5.72279,3.71497,1.5348,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,3
12,6,-3458.53,-5.94138,0.442433,5.26451,9.01371,7.50819,5.67279,5.72235,3.70949,1.53143,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_4.xtc,0
0,0,-3436.75,3.89172,0.406724,5.66018,7.73968,4.36688,7.74877,5.63004,3.72909,1.53786,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,-
3,1,-3451.83,-11.2682,0.5081,5.08925,8.16513,5.97482,9.24044,5.46703,3.74087,1.53853,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_5.xtc,3
0,0,-3457.21,-11.6699,0.469716,4.12493,5.02905,5.68402,6.34314,6.24065,3.69803,1.61487,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,-
3,1,-3455.42,-10.9101,0.476154,4.8558,7.64156,3.8032,6.26099,6.16773,3.80567,1.64518,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,0
4,2,-3507.11,-12.6553,0.480272,5.89244,6.55223,5.0982,4.51381,6.20894,3.64997,1.58586,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,0
5,3,-3516.35,-20.3395,0.395641,5.01651,8.62251,5.88418,4.0494,4.70568,3.69395,1.68174,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,0
6,4,-3524.22,-17.1135,0.358334,4.64889,8.49318,7.57,3.64383,4.78636,3.56866,1.47371,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_6.xtc,0
0,0,-3354.64,-18.2282,0.400519,5.62598,6.76391,8.43034,6.68391,6.24994,4.35272,2.99555,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,-
2,1,-3352.88,-7.00203,0.479649,5.35362,4.15807,9.25153,7.08843,6.23161,4.27983,2.86027,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,1
6,2,-3348.42,-8.98095,0.49289,6.01427,7.13551,6.99278,4.92195,5.96875,4.10908,2.62051,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,1
8,3,-3356.53,-12.6995,0.4749,5.54641,4.55128,8.15146,6.35436,5.89116,4.02039,2.3574,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,1
9,4,-3423.88,-17.8603,0.38848,5.08319,3.58003,7.02066,8.56649,5.56418,3.70433,1.85742,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,3
10,5,-3430.58,-11.7718,0.506861,6.27469,4.60062,5.5693,7.93866,5.62112,3.55938,1.6298,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_7.xtc,3
0,0,-3353.53,-9.63662,0.476742,5.09718,5.90535,9.73192,5.70677,6.02055,4.35199,2.88995,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_8.xtc,-
1,1,-3350.08,-11.1124,0.484212,5.61513,5.08444,7.48346,10.04,4.52288,4.38725,2.92209,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_8.xtc,3
2,2,-3355.17,-7.881,0.443925,3.9446,8.49803,8.43658,9.56735,4.5157,4.38074,2.90518,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_8.xtc,3
4,3,-3372.84,-14.6245,0.390349,4.50398,7.37445,6.96311,9.55496,4.47389,4.34655,2.8463,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_8.xtc,3
0,0,-3413.85,-17.6592,0.400218,3.55899,4.39779,7.44122,9.55915,6.19159,4.51088,3.30409,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,-
2,1,-3411.54,-8.56754,0.4585,4.11795,4.45145,8.04444,9.2914,6.19628,4.4997,3.28113,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,3
3,2,-3415.59,-9.76236,0.510192,5.33572,6.94454,8.81433,5.93387,6.26125,4.53905,3.27611,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,4
4,3,-3429.35,-5.90309,0.587574,5.54785,4.93028,9.37009,5.73477,5.37944,11.8464,10.3285,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,0
5,4,-3437.67,-7.28194,0.631851,5.23717,4.14242,9.14079,6.83751,3.09066,11.9273,10.402,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,0
9,5,-3442.79,-10.4921,0.545502,4.83263,4.90903,5.16167,7.07843,6.01805,4.3111,2.90604,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,0
10,6,-3447.12,-6.51719,0.644926,5.99967,5.21827,6.14623,7.11703,5.9842,4.32108,2.87825,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_9.xtc,0
0,0,-3409.7,-19.9132,0.375648,3.33038,5.52891,9.80902,8.52313,6.2277,4.46179,3.23433,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_10.xtc,-
5,1,-3424.7,-14.9321,0.467586,5.21868,6.40469,6.09967,9.28123,6.05381,4.43681,3.14978,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_10.xtc,1
9,2,-3422.14,-13.2559,0.430318,4.72991,7.14277,5.97022,9.30911,5.95571,4.40657,3.10606,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_10.xtc,1
0,0,-3410.25,-4.77543,0.440352,5.02219,6.24814,7.36099,9.49061,6.2873,4.30584,2.99842,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_11.xtc,-
1,1,-3423.16,-15.2168,0.429744,3.71225,4.85705,9.89595,8.04852,4.58367,4.32961,3.12511,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_11.xtc,1
4,2,-3430.14,-3.67771,0.532567,4.19589,7.83641,9.00303,4.6202,4.65015,4.29172,2.94095,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_11.xtc,0
5,3,-3450.88,-8.47146,0.544369,4.93747,7.89047,4.58343,8.15506,6.04892,4.35819,2.99136,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_11.xtc,0
6,4,-3475.29,-4.41686,0.60858,6.65327,8.11011,5.51739,7.87303,6.05185,4.3925,2.9884,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_11.xtc,4
7,5,-3517.56,-5.23685,0.652063,6.23389,7.93259,8.96809,4.44714,6.02516,4.46438,3.02073,2,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/2/trajectory_11.xtc,4
